Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,0.7981903960488994,0.8562230058350797,0.7739305638482946,0.8519421219825745,535796800,0.0,0.0
2000-01-04 00:00:00-05:00,0.8238771419768167,0.8419526684386475,0.7701254147260785,0.7801148891448975,512377600,0.0,0.0
2000-01-05 00:00:00-05:00,0.789627880364855,0.8414770519711645,0.7839201025027741,0.7915304899215698,778321600,0.0,0.0
2000-01-06 00:00:00-05:00,0.8077043798224115,0.8143634887590568,0.7230328321456909,0.7230328321456909,767972800,0.0,0.0
2000-01-07 00:00:00-05:00,0.7344489492870604,0.7686982465288955,0.7268385645236116,0.7572817802429199,460734400,0.0,0.0
2000-01-10 00:00:00-05:00,0.7763087141299683,0.7782113233503862,0.7211300490626265,0.7439628839492798,505064000,0.0,0.0
2000-01-11 00:00:00-05:00,0.7301684327243801,0.7563308278395969,0.6887843977716663,0.7059085965156555,441548800,0.0,0.0
2000-01-12 00:00:00-05:00,0.7230325818627343,0.7268386639056741,0.6583400600560569,0.6635730862617493,976068800,0.0,0.0
2000-01-13 00:00:00-05:00,0.7191083002319753,0.7515734879463943,0.704006008089051,0.7363518476486206,1032684800,0.0,0.0
2000-01-14 00:00:00-05:00,0.7610872598445109,0.7782114570837807,0.7563307613801027,0.7644168138504028,390376000,0.0,0.0
2000-01-18 00:00:00-05:00,0.7686984848239378,0.8067529608402882,0.7644167878569093,0.7910548448562622,459177600,0.0,0.0
2000-01-19 00:00:00-05:00,0.8038982587131712,0.8276824283845584,0.7867740101739035,0.8110338449478149,597643200,0.0,0.0
2000-01-20 00:00:00-05:00,0.87905603047104,0.924720901375819,0.8638344407081604,0.8638344407081604,1831132800,0.0,0.0
2000-01-21 00:00:00-05:00,0.8695420824529214,0.8695420824529214,0.8386231410240849,0.8471856713294983,495924800,0.0,0.0
2000-01-24 00:00:00-05:00,0.8253040913887337,0.8581255906824361,0.8000929791206909,0.8086555600166321,440876800,0.0,0.0
2000-01-25 00:00:00-05:00,0.799141732673544,0.860980429433334,0.7791635958212099,0.8543204069137573,497145600,0.0,0.0
2000-01-26 00:00:00-05:00,0.8371961026071384,0.8690663198073765,0.8352935441220275,0.838623046875,367158400,0.0,0.0
2000-01-27 00:00:00-05:00,0.8281581530563641,0.8600292434152391,0.8143635075881449,0.8371963500976562,340144000,0.0,0.0
2000-01-28 00:00:00-05:00,0.8234018309459592,0.8438555886425629,0.7658448127976194,0.7734552025794983,423348800,0.0,0.0
