,date,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
18,2021-09-10 08:30:00,46111.00000000,46111.00000000,45661.61000000,45661.61000000,0.04410000,2021-09-10 08:44:59.999,2024.54195680,6,0.01253000,572.13997330
19,2021-09-10 08:45:00,46999.97000000,46999.97000000,45661.61000000,45661.61000000,0.00393000,2021-09-10 08:59:59.999,180.90786170,4,0.00236000,109.21913400
20,2021-09-10 09:00:00,45661.61000000,45661.61000000,45661.61000000,45661.61000000,0.00000000,2021-09-10 09:14:59.999,0.00000000,0,0.00000000,0.00000000
21,2021-09-10 09:15:00,45661.61000000,45865.02000000,45626.86000000,45865.02000000,0.00339000,2021-09-10 09:29:59.999,154.83863020,4,0.00043000,19.72195860
22,2021-09-10 09:30:00,46999.97000000,46999.97000000,46999.97000000,46999.97000000,0.00425000,2021-09-10 09:44:59.999,199.74987250,1,0.00425000,199.74987250
23,2021-09-10 09:45:00,45300.02000000,46300.00000000,45300.02000000,46300.00000000,0.00476000,2021-09-10 09:59:59.999,218.05804660,2,0.00243000,112.50900000
24,2021-09-10 10:00:00,46500.00000000,46500.00000000,46500.00000000,46500.00000000,0.00246000,2021-09-10 10:14:59.999,114.39000000,2,0.00246000,114.39000000
25,2021-09-10 10:15:00,46500.00000000,46500.00000000,46322.54000000,46322.54000000,0.03586000,2021-09-10 10:29:59.999,1661.37646120,3,0.03586000,1661.37646120
26,2021-09-10 10:30:00,45316.38000000,46500.00000000,45316.38000000,46500.00000000,0.00086000,2021-09-10 10:44:59.999,39.48104340,3,0.00043000,19.99500000
27,2021-09-10 10:45:00,46500.00000000,46500.00000000,46500.00000000,46500.00000000,0.00000000,2021-09-10 10:59:59.999,0.00000000,0,0.00000000,0.00000000
28,2021-09-10 11:00:00,45331.25000000,46498.49000000,45331.25000000,46498.49000000,0.04079000,2021-09-10 11:14:59.999,1896.04309750,2,0.04025000,1871.56422250
29,2021-09-10 11:15:00,46300.00000000,48080.00000000,45410.51000000,46250.00000000,0.40900000,2021-09-10 11:29:59.999,19169.67481490,21,0.40666000,19063.41422150
30,2021-09-10 11:30:00,45411.99000000,46007.28000000,45411.98000000,46007.28000000,0.04593000,2021-09-10 11:44:59.999,2085.93901740,3,0.00000000,0.00000000
31,2021-09-10 11:45:00,46250.00000000,46250.00000000,46250.00000000,46250.00000000,0.00007000,2021-09-10 11:59:59.999,3.23750000,1,0.00007000,3.23750000
32,2021-09-10 12:00:00,46533.78000000,46533.78000000,46533.78000000,46533.78000000,0.00096000,2021-09-10 12:14:59.999,44.67242880,1,0.00096000,44.67242880
33,2021-09-10 12:15:00,46056.90000000,46056.90000000,46013.52000000,46041.84000000,0.01597000,2021-09-10 12:29:59.999,735.02127760,8,0.00000000,0.00000000
34,2021-09-10 12:30:00,46041.84000000,46041.84000000,45300.01000000,45852.11000000,1.07152000,2021-09-10 12:44:59.999,49199.36514410,26,0.43055000,19724.84367540
35,2021-09-10 12:45:00,45852.11000000,45852.11000000,45852.11000000,45852.11000000,0.00030000,2021-09-10 12:59:59.999,13.75563300,1,0.00030000,13.75563300
36,2021-09-10 13:00:00,45304.05000000,45304.05000000,45304.05000000,45304.05000000,0.00206000,2021-09-10 13:14:59.999,93.32634300,1,0.00000000,0.00000000
37,2021-09-10 13:15:00,45747.99000000,45776.40000000,45483.57000000,45776.40000000,0.76351000,2021-09-10 13:29:59.999,34847.09337350,12,0.05549000,2523.88329930
38,2021-09-10 13:30:00,46101.42000000,46298.97000000,45776.40000000,46025.79000000,0.01495000,2021-09-10 13:44:59.999,689.07347250,4,0.00161000,74.43480150
39,2021-09-10 13:45:00,46025.79000000,46025.79000000,46025.79000000,46025.79000000,0.00000000,2021-09-10 13:59:59.999,0.00000000,0,0.00000000,0.00000000
40,2021-09-10 14:00:00,45807.98000000,45867.80000000,45302.23000000,45302.23000000,0.00195000,2021-09-10 14:14:59.999,88.57503890,3,0.00000000,0.00000000
41,2021-09-10 14:15:00,45306.84000000,45306.84000000,45300.01000000,45300.01000000,0.00263000,2021-09-10 14:29:59.999,119.14052890,2,0.00000000,0.00000000
42,2021-09-10 14:30:00,45150.00000000,45307.29000000,45001.04000000,45299.67000000,0.08232000,2021-09-10 14:44:59.999,3720.04516670,13,0.04125000,1863.03571630
43,2021-09-10 14:45:00,45001.04000000,45240.23000000,44000.34000000,45240.23000000,0.06569000,2021-09-10 14:59:59.999,2897.36970470,4,0.00256000,115.81498880
44,2021-09-10 15:00:00,45240.23000000,45240.23000000,44877.62000000,44877.62000000,0.26960000,2021-09-10 15:14:59.999,12099.53938870,3,0.26813000,12033.03625060
45,2021-09-10 15:15:00,44102.21000000,45001.98000000,44102.21000000,45001.98000000,0.00310000,2021-09-10 15:29:59.999,138.35443240,2,0.00182000,81.90360360
46,2021-09-10 15:30:00,45148.08000000,45162.91000000,45148.08000000,45162.91000000,0.01356000,2021-09-10 15:44:59.999,612.39200510,3,0.00361000,163.03810510
47,2021-09-10 15:45:00,44500.01000000,45455.51000000,44102.20000000,45354.63000000,0.03442000,2021-09-10 15:59:59.999,1553.17584860,5,0.01129000,513.19270790
48,2021-09-10 16:00:00,45350.00000000,45350.00000000,45350.00000000,45350.00000000,0.00044000,2021-09-10 16:14:59.999,19.95400000,1,0.00000000,0.00000000
49,2021-09-10 16:15:00,45350.00000000,45350.00000000,45350.00000000,45350.00000000,0.00000000,2021-09-10 16:29:59.999,0.00000000,0,0.00000000,0.00000000
50,2021-09-10 16:30:00,45389.82000000,45389.82000000,45389.82000000,45389.82000000,0.08003000,2021-09-10 16:44:59.999,3632.54729460,1,0.00000000,0.00000000
51,2021-09-10 16:45:00,45493.12000000,45493.12000000,45493.12000000,45493.12000000,0.02699000,2021-09-10 16:59:59.999,1227.85930880,1,0.02699000,1227.85930880
52,2021-09-10 17:00:00,45493.12000000,45493.12000000,45493.12000000,45493.12000000,0.00000000,2021-09-10 17:14:59.999,0.00000000,0,0.00000000,0.00000000
53,2021-09-10 17:15:00,45493.12000000,45500.00000000,45410.58000000,45500.00000000,0.10897000,2021-09-10 17:29:59.999,4956.57985480,5,0.00000000,0.00000000
54,2021-09-10 17:30:00,45544.90000000,45544.90000000,45544.90000000,45544.90000000,0.00270000,2021-09-10 17:44:59.999,122.97123000,1,0.00000000,0.00000000
55,2021-09-10 17:45:00,45544.90000000,45544.90000000,45544.90000000,45544.90000000,0.00000000,2021-09-10 17:59:59.999,0.00000000,0,0.00000000,0.00000000
56,2021-09-10 18:00:00,45641.06000000,45651.41000000,45641.06000000,45651.41000000,0.07645000,2021-09-10 18:14:59.999,3489.29867750,3,0.07262000,3314.45377720
57,2021-09-10 18:15:00,45641.06000000,45861.09000000,45641.06000000,45861.09000000,0.18836000,2021-09-10 18:29:59.999,8598.43944070,4,0.18836000,8598.43944070
58,2021-09-10 18:30:00,45861.09000000,45861.09000000,45861.09000000,45861.09000000,0.00000000,2021-09-10 18:44:59.999,0.00000000,0,0.00000000,0.00000000
59,2021-09-10 18:45:00,45700.00000000,45700.00000000,45700.00000000,45700.00000000,0.00385000,2021-09-10 18:59:59.999,175.94500000,1,0.00000000,0.00000000
60,2021-09-10 19:00:00,45700.00000000,45700.00000000,45700.00000000,45700.00000000,0.00000000,2021-09-10 19:14:59.999,0.00000000,0,0.00000000,0.00000000
61,2021-09-10 19:15:00,45700.00000000,45700.00000000,45700.00000000,45700.00000000,0.00000000,2021-09-10 19:29:59.999,0.00000000,0,0.00000000,0.00000000
62,2021-09-10 19:30:00,45492.97000000,45492.97000000,45492.97000000,45492.97000000,0.02851000,2021-09-10 19:44:59.999,1297.00457470,1,0.00000000,0.00000000
63,2021-09-10 19:45:00,45735.80000000,45735.80000000,45735.80000000,45735.80000000,0.02835000,2021-09-10 19:59:59.999,1296.60993000,1,0.02835000,1296.60993000
64,2021-09-10 20:00:00,45735.80000000,45735.80000000,45735.80000000,45735.80000000,0.00000000,2021-09-10 20:14:59.999,0.00000000,0,0.00000000,0.00000000
65,2021-09-10 20:15:00,45678.25000000,45678.25000000,45678.25000000,45678.25000000,0.14491000,2021-09-10 20:29:59.999,6619.23520750,3,0.14491000,6619.23520750
66,2021-09-10 20:30:00,45487.67000000,45487.67000000,45166.13000000,45166.13000000,0.06217000,2021-09-10 20:44:59.999,2827.12515810,3,0.00023000,10.39378970
67,2021-09-10 20:45:00,45236.63000000,45236.63000000,45066.87000000,45098.18000000,0.00283000,2021-09-10 20:59:59.999,127.62037440,3,0.00129000,58.17665220
68,2021-09-10 21:00:00,45160.26000000,45243.49000000,45160.26000000,45243.49000000,0.07558000,2021-09-10 21:14:59.999,3418.19459860,2,0.07558000,3418.19459860
69,2021-09-10 21:15:00,45151.89000000,45151.89000000,45066.82000000,45066.82000000,0.00102000,2021-09-10 21:29:59.999,45.99027460,2,0.00026000,11.73949140
70,2021-09-10 21:30:00,44702.20000000,44702.20000000,44702.20000000,44702.20000000,0.01022000,2021-09-10 21:44:59.999,456.85648400,1,0.01022000,456.85648400
71,2021-09-10 21:45:00,44590.21000000,44612.38000000,44262.98000000,44262.98000000,0.35288000,2021-09-10 21:59:59.999,15657.49368050,10,0.35288000,15657.49368050
72,2021-09-10 22:00:00,44262.98000000,44262.98000000,44262.98000000,44262.98000000,0.00000000,2021-09-10 22:14:59.999,0.00000000,0,0.00000000,0.00000000
73,2021-09-10 22:15:00,44732.64000000,44780.23000000,44732.64000000,44780.23000000,0.01704000,2021-09-10 22:29:59.999,763.04274580,3,0.01704000,763.04274580
74,2021-09-10 22:30:00,44780.23000000,44780.23000000,44780.23000000,44780.23000000,0.00000000,2021-09-10 22:44:59.999,0.00000000,0,0.00000000,0.00000000
75,2021-09-10 22:45:00,44548.70000000,44548.70000000,44378.75000000,44378.75000000,0.05280000,2021-09-10 22:59:59.999,2344.15498950,5,0.04928000,2187.35613960
76,2021-09-10 23:00:00,44262.98000000,44495.13000000,44262.98000000,44495.13000000,0.02139000,2021-09-10 23:14:59.999,948.25957250,3,0.00000000,0.00000000
77,2021-09-10 23:15:00,44634.43000000,44634.43000000,44634.43000000,44634.43000000,0.00067000,2021-09-10 23:29:59.999,29.90506810,1,0.00000000,0.00000000
78,2021-09-10 23:30:00,44674.31000000,44674.31000000,44674.31000000,44674.31000000,0.01795000,2021-09-10 23:44:59.999,801.90386450,1,0.00000000,0.00000000
79,2021-09-10 23:45:00,44674.31000000,44674.31000000,44674.31000000,44674.31000000,0.00000000,2021-09-10 23:59:59.999,0.00000000,0,0.00000000,0.00000000
80,2021-09-11 00:00:00,44785.91000000,45070.15000000,44750.77000000,45070.15000000,0.28231000,2021-09-11 00:14:59.999,12637.96249070,9,0.27616000,12361.75015760
81,2021-09-11 00:15:00,45070.15000000,45070.15000000,45070.15000000,45070.15000000,0.00000000,2021-09-11 00:29:59.999,0.00000000,0,0.00000000,0.00000000
82,2021-09-11 00:30:00,45070.15000000,45070.15000000,45070.15000000,45070.15000000,0.00000000,2021-09-11 00:44:59.999,0.00000000,0,0.00000000,0.00000000
83,2021-09-11 00:45:00,45141.91000000,45141.91000000,45141.91000000,45141.91000000,0.00050000,2021-09-11 00:59:59.999,22.57095500,1,0.00000000,0.00000000
84,2021-09-11 01:00:00,45141.91000000,45141.91000000,45141.91000000,45141.91000000,0.00000000,2021-09-11 01:14:59.999,0.00000000,0,0.00000000,0.00000000
85,2021-09-11 01:15:00,45141.91000000,45141.91000000,45141.91000000,45141.91000000,0.00000000,2021-09-11 01:29:59.999,0.00000000,0,0.00000000,0.00000000
86,2021-09-11 01:30:00,45141.91000000,45141.91000000,45141.91000000,45141.91000000,0.00000000,2021-09-11 01:44:59.999,0.00000000,0,0.00000000,0.00000000
87,2021-09-11 01:45:00,45141.91000000,45141.91000000,45141.91000000,45141.91000000,0.00000000,2021-09-11 01:59:59.999,0.00000000,0,0.00000000,0.00000000
88,2021-09-11 02:00:00,45383.24000000,45401.85000000,45383.24000000,45401.85000000,0.00067000,2021-09-11 02:14:59.999,30.41198160,2,0.00000000,0.00000000
89,2021-09-11 02:15:00,45401.85000000,45401.85000000,45401.85000000,45401.85000000,0.00000000,2021-09-11 02:29:59.999,0.00000000,0,0.00000000,0.00000000
90,2021-09-11 02:30:00,45226.54000000,45226.54000000,45221.68000000,45221.68000000,0.06490000,2021-09-11 02:44:59.999,2935.12191580,2,0.00000000,0.00000000
91,2021-09-11 02:45:00,45282.70000000,45282.70000000,45282.70000000,45282.70000000,0.00674000,2021-09-11 02:59:59.999,305.20539800,1,0.00674000,305.20539800
92,2021-09-11 03:00:00,45102.64000000,45102.64000000,45102.64000000,45102.64000000,0.01560000,2021-09-11 03:14:59.999,703.60118400,1,0.00000000,0.00000000
93,2021-09-11 03:15:00,45031.33000000,45031.33000000,45031.33000000,45031.33000000,0.03280000,2021-09-11 03:29:59.999,1477.02762400,3,0.03280000,1477.02762400
94,2021-09-11 03:30:00,45031.33000000,45031.33000000,45031.33000000,45031.33000000,0.00000000,2021-09-11 03:44:59.999,0.00000000,0,0.00000000,0.00000000
95,2021-09-11 03:45:00,45031.33000000,45031.33000000,45031.33000000,45031.33000000,0.00000000,2021-09-11 03:59:59.999,0.00000000,0,0.00000000,0.00000000
96,2021-09-11 04:00:00,45976.03000000,45976.03000000,45210.04000000,45210.04000000,0.12235000,2021-09-11 04:14:59.999,5580.44431660,3,0.06474000,2975.89391220
97,2021-09-11 04:15:00,45162.69000000,45162.69000000,45162.69000000,45162.69000000,0.06023000,2021-09-11 04:29:59.999,2720.14881870,1,0.00000000,0.00000000
98,2021-09-11 04:30:00,45319.27000000,45976.01000000,45250.30000000,45250.30000000,0.16121000,2021-09-11 04:44:59.999,7341.11636790,5,0.05665000,2604.54096650
99,2021-09-11 04:45:00,45250.30000000,45250.30000000,45250.30000000,45250.30000000,0.00353000,2021-09-11 04:59:59.999,159.73355900,2,0.00353000,159.73355900
100,2021-09-11 05:00:00,45250.30000000,45250.30000000,45250.30000000,45250.30000000,0.00000000,2021-09-11 05:14:59.999,0.00000000,0,0.00000000,0.00000000
101,2021-09-11 05:15:00,45250.30000000,45250.30000000,45250.30000000,45250.30000000,0.00000000,2021-09-11 05:29:59.999,0.00000000,0,0.00000000,0.00000000
102,2021-09-11 05:30:00,45250.30000000,45250.30000000,45250.30000000,45250.30000000,0.00000000,2021-09-11 05:44:59.999,0.00000000,0,0.00000000,0.00000000
103,2021-09-11 05:45:00,45172.77000000,45172.77000000,45172.77000000,45172.77000000,0.00023000,2021-09-11 05:59:59.999,10.38973710,1,0.00000000,0.00000000
104,2021-09-11 06:00:00,45444.23000000,45444.23000000,45242.14000000,45242.14000000,0.11830000,2021-09-11 06:14:59.999,5365.07690110,2,0.06399000,2907.97627770
105,2021-09-11 06:15:00,45230.04000000,45394.44000000,45230.04000000,45257.58000000,0.00700000,2021-09-11 06:29:59.999,316.72123140,4,0.00508000,229.76860320
106,2021-09-11 06:30:00,45199.85000000,45199.85000000,45199.85000000,45199.85000000,0.01137000,2021-09-11 06:44:59.999,513.92229450,1,0.00000000,0.00000000
107,2021-09-11 06:45:00,45199.85000000,45199.85000000,45199.85000000,45199.85000000,0.00000000,2021-09-11 06:59:59.999,0.00000000,0,0.00000000,0.00000000
108,2021-09-11 07:00:00,45199.85000000,45199.85000000,45091.49000000,45105.03000000,0.13625000,2021-09-11 07:14:59.999,6152.20396980,9,0.06616000,2989.83691570
109,2021-09-11 07:15:00,45084.04000000,45084.04000000,44886.67000000,44976.30000000,0.07316000,2021-09-11 07:29:59.999,3292.23875890,11,0.01337000,601.13446320
110,2021-09-11 07:30:00,45026.93000000,45026.93000000,44817.05000000,44822.43000000,0.12987000,2021-09-11 07:44:59.999,5832.69217080,16,0.04852000,2179.97970140
111,2021-09-11 07:45:00,44935.43000000,45050.57000000,44840.12000000,44952.88000000,0.07631000,2021-09-11 07:59:59.999,3425.64403790,14,0.05740000,2575.88851890
112,2021-09-11 08:00:00,45053.84000000,45053.84000000,44925.59000000,44996.83000000,0.05342000,2021-09-11 08:14:59.999,2404.71376290,7,0.03055000,1376.17332090
113,2021-09-11 08:15:00,45070.83000000,45070.83000000,44861.41000000,44861.41000000,0.02345000,2021-09-11 08:29:59.999,1053.90650820,11,0.01901000,854.66269020
114,2021-09-11 08:30:00,44931.88000000,45072.48000000,44878.65000000,44988.57000000,0.06528000,2021-09-11 08:44:59.999,2938.23124650,9,0.03451000,1554.93657240
115,2021-09-11 08:45:00,45111.13000000,45203.84000000,45047.40000000,45203.84000000,0.04313000,2021-09-11 08:59:59.999,1947.76339350,7,0.03752000,1694.36102100
116,2021-09-11 09:00:00,45162.00000000,45162.00000000,44980.21000000,45041.46000000,0.02936000,2021-09-11 09:14:59.999,1323.26087090,10,0.01771000,798.33645520
117,2021-09-11 09:15:00,45060.46000000,45206.33000000,44985.11000000,45151.61000000,0.01336000,2021-09-11 09:29:59.999,603.16255370,5,0.00796000,359.50392020
118,2021-09-11 09:30:00,45244.98000000,45259.69000000,45152.11000000,45152.11000000,0.01164000,2021-09-11 09:44:59.999,526.09894740,4,0.00342000,154.78166740
119,2021-09-11 09:45:00,45221.00000000,45473.77000000,45196.95000000,45440.99000000,0.54161000,2021-09-11 09:59:59.999,24603.73009690,8,0.07729000,3511.96015310
120,2021-09-11 10:00:00,45513.87000000,45648.92000000,45393.81000000,45516.99000000,0.01888000,2021-09-11 10:14:59.999,859.68701430,8,0.00558000,254.32050840
121,2021-09-11 10:15:00,45492.77000000,45742.63000000,45492.77000000,45742.63000000,0.50048000,2021-09-11 10:29:59.999,22887.63082390,6,0.49432000,22606.51843110
122,2021-09-11 10:30:00,45723.83000000,45723.83000000,45562.27000000,45678.61000000,0.01249000,2021-09-11 10:44:59.999,569.88534110,9,0.00969000,442.27494440
123,2021-09-11 10:45:00,45639.60000000,45741.27000000,45483.38000000,45706.26000000,0.02114000,2021-09-11 10:59:59.999,964.15692820,10,0.00925000,422.44879830
124,2021-09-11 11:00:00,45727.89000000,45727.89000000,45548.75000000,45562.22000000,0.04047000,2021-09-11 11:14:59.999,1843.99089400,6,0.00513000,234.29806900
125,2021-09-11 11:15:00,45593.36000000,45631.91000000,45540.66000000,45631.91000000,0.00496000,2021-09-11 11:29:59.999,226.05105520,6,0.00274000,124.83531670
126,2021-09-11 11:30:00,45517.88000000,45574.21000000,45517.88000000,45574.21000000,0.00185000,2021-09-11 11:44:59.999,84.28187030,2,0.00000000,0.00000000
127,2021-09-11 11:45:00,45663.49000000,45663.49000000,45501.70000000,45501.70000000,0.00631000,2021-09-11 11:59:59.999,287.54770630,2,0.00000000,0.00000000
128,2021-09-11 12:00:00,45463.25000000,45463.25000000,45463.25000000,45463.25000000,0.00402000,2021-09-11 12:14:59.999,182.76226500,1,0.00000000,0.00000000
129,2021-09-11 12:15:00,45550.15000000,45735.11000000,45550.15000000,45655.99000000,0.01206000,2021-09-11 12:29:59.999,550.07681540,7,0.01104000,503.45311280
130,2021-09-11 12:30:00,45690.35000000,45724.27000000,45658.85000000,45658.85000000,0.02757000,2021-09-11 12:44:59.999,1259.66989310,5,0.01441000,658.39794350
131,2021-09-11 12:45:00,45707.36000000,45707.36000000,45622.58000000,45622.58000000,0.00254000,2021-09-11 12:59:59.999,116.01869680,2,0.00162000,74.04592320
132,2021-09-11 13:00:00,45605.27000000,45605.27000000,45555.22000000,45555.22000000,0.00442000,2021-09-11 13:14:59.999,201.43465290,2,0.00000000,0.00000000
133,2021-09-11 13:15:00,45520.13000000,45534.30000000,45520.13000000,45533.05000000,0.00349000,2021-09-11 13:29:59.999,158.90352120,4,0.00074000,33.68489620
134,2021-09-11 13:30:00,45550.25000000,45550.25000000,45449.73000000,45449.73000000,0.01087000,2021-09-11 13:44:59.999,494.20743870,2,0.00168000,76.52442000
135,2021-09-11 13:45:00,45488.81000000,45553.12000000,45465.47000000,45545.95000000,0.12634000,2021-09-11 13:59:59.999,5746.04315450,6,0.00205000,93.26613200
136,2021-09-11 14:00:00,45692.17000000,45692.17000000,45490.35000000,45490.35000000,0.01742000,2021-09-11 14:14:59.999,793.62458280,5,0.00259000,118.34272030
137,2021-09-11 14:15:00,45631.37000000,45764.01000000,45544.39000000,45764.01000000,0.00468000,2021-09-11 14:29:59.999,213.71656820,5,0.00257000,117.48887570
138,2021-09-11 14:30:00,45605.91000000,45746.22000000,45605.91000000,45687.56000000,0.00310000,2021-09-11 14:44:59.999,141.59240320,6,0.00042000,19.19689800
139,2021-09-11 14:45:00,45730.63000000,45755.72000000,45670.56000000,45670.56000000,0.00688000,2021-09-11 14:59:59.999,314.44125120,8,0.00125000,57.15321880
140,2021-09-11 15:00:00,45659.20000000,45659.20000000,45555.64000000,45555.64000000,0.00667000,2021-09-11 15:14:59.999,304.26246620,3,0.00667000,304.26246620
141,2021-09-11 15:15:00,45532.91000000,45599.11000000,45532.91000000,45549.10000000,0.00814000,2021-09-11 15:29:59.999,370.89217940,6,0.00556000,253.40482010
142,2021-09-11 15:30:00,45603.60000000,45603.60000000,45568.12000000,45568.12000000,0.00221000,2021-09-11 15:44:59.999,100.72989120,3,0.00085000,38.74957760
143,2021-09-11 15:45:00,45549.35000000,45588.12000000,45549.35000000,45588.12000000,0.00217000,2021-09-11 15:59:59.999,98.90133980,3,0.00050000,22.77467500
144,2021-09-11 16:00:00,45569.23000000,45569.23000000,45396.65000000,45396.65000000,0.00673000,2021-09-11 16:14:59.999,306.28990150,3,0.00000000,0.00000000
145,2021-09-11 16:15:00,45555.02000000,45555.02000000,45555.02000000,45555.02000000,0.00954000,2021-09-11 16:29:59.999,434.59489080,3,0.00954000,434.59489080
146,2021-09-11 16:30:00,45683.42000000,45683.42000000,45683.42000000,45683.42000000,0.00070000,2021-09-11 16:44:59.999,31.97839400,1,0.00070000,31.97839400
147,2021-09-11 16:45:00,45874.65000000,45899.71000000,45751.00000000,45751.00000000,0.03233000,2021-09-11 16:59:59.999,1480.46383590,4,0.00000000,0.00000000
148,2021-09-11 17:00:00,45816.42000000,45866.22000000,45781.55000000,45803.56000000,0.01030000,2021-09-11 17:14:59.999,471.99401060,5,0.00295000,135.15843900
149,2021-09-11 17:15:00,45781.55000000,45781.55000000,45694.50000000,45697.68000000,0.02483000,2021-09-11 17:29:59.999,1135.71285640,6,0.01556000,712.05205200
150,2021-09-11 17:30:00,45687.19000000,45746.93000000,45636.59000000,45746.93000000,0.00302000,2021-09-11 17:44:59.999,137.91897440,3,0.00059000,26.99068870
151,2021-09-11 17:45:00,45651.80000000,45651.80000000,45619.19000000,45619.19000000,0.00305000,2021-09-11 17:59:59.999,139.20309730,2,0.00198000,90.39056400
152,2021-09-11 18:00:00,45586.61000000,45586.61000000,45586.61000000,45586.61000000,0.00758000,2021-09-11 18:14:59.999,345.54650380,1,0.00758000,345.54650380
153,2021-09-11 18:15:00,45635.31000000,45637.61000000,45548.55000000,45637.61000000,0.00842000,2021-09-11 18:29:59.999,383.75353200,4,0.00278000,126.85971000
154,2021-09-11 18:30:00,45536.26000000,45559.02000000,45536.26000000,45559.02000000,0.00123000,2021-09-11 18:44:59.999,56.02143500,2,0.00052000,23.69069040
155,2021-09-11 18:45:00,45490.06000000,45600.88000000,45490.06000000,45600.88000000,0.00374000,2021-09-11 18:59:59.999,170.36484180,3,0.00028000,12.76824640
156,2021-09-11 19:00:00,45644.89000000,45644.89000000,45644.89000000,45644.89000000,0.00062000,2021-09-11 19:14:59.999,28.29983180,1,0.00000000,0.00000000
157,2021-09-11 19:15:00,45655.60000000,45655.60000000,45403.60000000,45403.60000000,0.00433000,2021-09-11 19:29:59.999,196.86974800,2,0.00108000,49.30804800
158,2021-09-11 19:30:00,45376.77000000,45443.69000000,45317.36000000,45443.69000000,0.43687000,2021-09-11 19:44:59.999,19810.73766710,5,0.00000000,0.00000000
159,2021-09-11 19:45:00,45443.69000000,45443.69000000,45443.69000000,45443.69000000,0.00000000,2021-09-11 19:59:59.999,0.00000000,0,0.00000000,0.00000000
160,2021-09-11 20:00:00,45190.26000000,45227.65000000,45130.72000000,45130.72000000,0.01406000,2021-09-11 20:14:59.999,635.83477140,5,0.00172000,77.72557040
161,2021-09-11 20:15:00,45130.72000000,45130.72000000,45130.72000000,45130.72000000,0.00000000,2021-09-11 20:29:59.999,0.00000000,0,0.00000000,0.00000000
162,2021-09-11 20:30:00,45296.30000000,45296.30000000,45296.30000000,45296.30000000,0.00956000,2021-09-11 20:44:59.999,433.03262800,1,0.00000000,0.00000000
163,2021-09-11 20:45:00,45330.95000000,45330.95000000,45330.95000000,45330.95000000,0.00207000,2021-09-11 20:59:59.999,93.83506650,1,0.00000000,0.00000000
